post_id,creator_id,creator_follower_count,creator_follower_count_copy,creator_avg_past_likes,is_reel,video_duration_sec,posting_hour,posting_day,hashtag_count,num_mentions,caption_category,caption,caption_length,engagement_rate,likes_count,comments_count,shares_count,saves_count,views_count,went_viral,random_noise_1,random_noise_2_device
20507,72,82423,82417.38658909583,2632,0,0.0,18,Sat,4,0,Personal,Just another day in Mumbai chasing dreams. Spent the evening at marine drive with friends.,90,0.003,155,22,22,23,109872,0,72.43073238588202,Android
21238,46,1006,948.7345832759404,16,0,0.0,6,Wed,10,1,Promotional,Excited to partner with this amazing brand.,43,0.21629,164,30,17,18,849,1,39.762217238460224,Android
21239,135,48011,47975.04478347624,1655,0,0.0,11,Thu,13,0,Personal,Coffee and good vibes this morning. Weekend trip with the family was so refreshing.,83,0.003,104,10,10,9,79933,0,84.85242927033877,Android
20398,173,5360,5377.762245130357,144,1,46.2,21,Thu,11,3,Question,What is your favorite street food spot in Mumbai. Should I do a giveaway this week let me know.,95,0.15222,664,112,52,68,19504,0,46.17848820272986,iOS
20016,73,3547,3600.1762165247565,164,1,24.7,21,Thu,10,1,Personal,Coffee and good vibes this morning. Late night walk through the city lights.,76,0.20402,491,73,61,63,16343,1,84.5204934249754,Android
21080,56,8341,8405.00635297751,496,0,0.0,12,Thu,8,2,Personal,Late night walk through the city lights.,40,0.09088,630,59,81,70,7797,0,25.940011849461154,iOS
21276,186,13693,13767.342631145199,530,1,35.7,2,Fri,5,1,Motivational,Never give up on your dreams keep going.,40,0.08028,791,156,119,97,31759,0,36.87211912161095,iOS
20142,106,5736,5741.376586888159,270,1,20.2,3,Thu,5,0,Meme,When the auto driver actually uses the meter.,45,0.12902,542,77,40,63,15495,0,46.39985020978191,Android
21317,155,2145,2165.5144141311357,74,1,19.4,18,Fri,14,0,Meme,Me pretending to work while scrolling reels. Monday mood be like absolutely not today.,86,0.24757,365,68,43,38,5503,1,59.35245673364748,iOS
20753,85,12073,12068.672411118194,450,0,0.0,18,Sat,8,1,Personal,Weekend trip with the family was so refreshing. Just another day in Mumbai chasing dreams.,90,0.09825,739,131,83,120,15420,0,66.16325462281122,iOS
20494,101,2522,2612.6446739782104,141,0,0.0,8,Sun,5,1,Motivational,Every small step counts towards success.,40,0.14391,250,35,39,45,4339,1,27.93676536052834,Web
20751,58,27313,27260.607728168525,1052,0,0.0,21,Sun,8,1,Personal,Just another day in Mumbai chasing dreams. Late night walk through the city lights.,83,0.05121,1072,100,121,149,24462,0,52.01095038789086,Android
21049,10,34991,34988.36756164376,1905,0,0.0,15,Mon,13,0,Promotional,Link in bio to shop the collection now.,39,0.003,76,8,7,10,39601,0,56.03901919316499,Android
20789,160,1067,1060.7554976755162,18,1,22.3,3,Tue,8,1,Motivational,Stay consistent and the results will follow. Hard work always pays off eventually trust the process.,100,0.23375,196,32,17,31,2472,1,34.6002002942908,Android
20641,168,4754,4698.298340492304,229,0,0.0,0,Wed,8,2,Promotional,Link in bio to shop the collection now. Sponsored but I genuinely love this product.,84,0.09239,305,51,33,26,6329,0,70.20302544002814,Android
20390,120,13700,13690.730114396922,483,0,0.0,17,Wed,7,1,Motivational,Believe in yourself and keep pushing forward.,45,0.09242,852,125,93,118,14709,0,62.19468052396963,iOS
20669,71,23270,23317.880706469074,683,0,0.0,4,Sat,6,0,Meme,Me checking Instagram one more time before sleeping.,52,0.01688,264,49,27,35,42666,0,48.46167656826565,iOS
21160,130,15889,15865.18800454548,556,1,17.4,22,Sat,13,1,Personal,Late night walk through the city lights. Grateful for this beautiful sunset today.,82,0.09321,1110,201,84,197,44896,0,43.001280158149775,Android
20661,86,800,879.3364135640528,21,0,0.0,6,Fri,4,0,Personal,Just another day in Mumbai chasing dreams.,42,0.2436,123,19,19,19,938,1,64.13677204956775,iOS
20901,98,9299,9356.022441868728,339,0,0.0,10,Fri,11,2,Personal,Weekend trip with the family was so refreshing. Missing home cooked food so much today.,87,0.08151,609,73,54,87,8884,0,33.62291656921289,iOS
21319,110,7186,7143.899210835068,136,1,18.3,8,Tue,10,3,Personal,Coffee and good vibes this morning.,35,0.09393,506,71,63,50,21507,0,37.422284919788744,Android
20752,56,8341,8333.798553270124,496,1,42.4,22,Fri,10,3,Personal,Late night walk through the city lights.,40,0.15411,954,140,90,149,30584,0,88.70793670448944,iOS
20650,161,23456,23467.601536501974,1134,0,0.0,9,Sat,12,0,Personal,Just another day in Mumbai chasing dreams.,42,0.02558,426,51,54,37,16622,0,39.206680119015886,iOS
20562,219,2355,2307.3866141150534,106,1,21.4,11,Tue,13,0,Personal,Spent the evening at marine drive with friends.,47,0.19944,361,73,37,22,10908,0,69.58121334012803,Android
20433,129,171056,171036.66969931,7514,0,0.0,13,Sun,15,0,Meme,That feeling when chai fixes everything. Monday mood be like absolutely not today.,82,0.003,354,46,42,57,121457,0,66.43614155678193,Android
21231,48,3057,2985.983288770114,48,1,23.1,18,Sun,11,2,Motivational,Believe in yourself and keep pushing forward.,45,0.17071,331,57,39,53,10105,1,60.91362858989548,Web
20841,108,5878,5935.516725432148,104,1,28.0,22,Fri,9,2,Meme,When Mumbai local trains are on time for once. Me pretending to work while scrolling reels.,91,0.13551,602,102,53,74,23578,0,60.48393479166852,Android
20620,136,3532,3628.8141262070403,66,0,0.0,17,Mon,8,2,Meme,Me checking Instagram one more time before sleeping.,52,0.18972,431,97,39,49,4980,1,29.743995700484874,Android
20281,40,21512,21526.768895089182,564,1,17.3,21,Fri,4,1,Meme,When Mumbai local trains are on time for once.,46,0.06686,1104,153,152,108,55116,0,40.533467677965724,iOS
20253,153,1410,1477.0211806032253,80,0,0.0,3,Tue,10,0,Motivational,Your only limit is the one you set yourself.,44,0.20456,176,40,24,24,832,1,76.0976166149781,Android
20721,35,4438,4449.27297978386,148,1,11.9,2,Wed,9,1,Promotional,Limited time offer just for my followers. Sponsored but I genuinely love this product.,86,0.14896,506,72,38,57,8724,1,56.920730728085346,iOS
20947,22,44156,44181.90892526581,2017,1,29.6,19,Tue,5,1,Meme,When Mumbai local trains are on time for once.,46,0.03971,1293,158,136,133,117252,0,53.923452962624296,iOS
20830,32,1791,1828.4279923958773,60,0,0.0,15,Sat,10,0,Meme,Me checking Instagram one more time before sleeping. Me pretending to work while scrolling reels.,97,0.19272,245,45,37,25,1520,1,33.441516424110766,iOS
20636,111,7706,7638.644389938646,438,0,0.0,18,Sun,13,1,Motivational,Every small step counts towards success. Your only limit is the one you set yourself.,85,0.10182,544,78,58,80,6591,0,42.7912047082605,iOS
20759,11,3988,4099.789031368023,88,0,0.0,0,Fri,8,1,Meme,When Mumbai local trains are on time for once. POV you are stuck in Mumbai traffic again.,89,0.13045,404,52,36,52,5287,0,59.732907762611234,iOS
20373,54,21947,21964.824660087652,1246,1,15.2,4,Sun,14,0,Meme,POV you are stuck in Mumbai traffic again. When the auto driver actually uses the meter.,88,0.04741,702,141,78,98,123371,0,36.63089157802963,Web
20180,166,2876,2854.311299837373,152,0,0.0,6,Wed,15,0,Personal,Just another day in Mumbai chasing dreams. Late night walk through the city lights.,83,0.13984,300,59,19,30,3268,0,28.653028110829716,iOS
21105,169,3160,3141.377786171975,124,1,29.2,17,Wed,12,0,Motivational,Discipline beats motivation every single time.,46,0.19073,480,70,57,70,11869,1,27.607759295144717,iOS
20119,72,82423,82453.01008595288,2632,1,33.7,20,Fri,10,0,Meme,Me checking Instagram one more time before sleeping. POV you are stuck in Mumbai traffic again.,95,0.003,182,29,26,28,359396,0,61.75903499870366,iOS
21348,6,22343,22279.757594904386,1174,1,20.7,22,Sun,7,1,Personal,Weekend trip with the family was so refreshing. Just another day in Mumbai chasing dreams.,90,0.06352,979,174,55,77,98548,0,66.98852071755725,iOS
20448,78,800,848.5068135163717,35,1,11.2,20,Wed,10,1,Personal,Coffee and good vibes this morning. Grateful for this beautiful sunset today.,77,0.28217,171,29,20,20,3368,1,67.47834327551271,iOS
20052,164,42534,42528.540214351815,1076,0,0.0,0,Sun,12,1,Personal,Just another day in Mumbai chasing dreams.,42,0.003,72,14,10,8,45060,0,66.94727723203695,Android
20849,197,4979,4901.768869852877,77,0,0.0,4,Mon,6,1,Question,What should I vlog next tell me in comments.,44,0.12458,482,58,28,77,9653,1,53.2411136406851,Android
20772,215,42079,42112.79433740956,754,1,21.8,11,Wed,9,0,Motivational,Believe in yourself and keep pushing forward.,45,0.03913,1160,202,147,145,133353,0,57.454511206945554,Web
20926,169,3160,3129.55496229236,124,0,0.0,15,Sat,12,0,Personal,Spent the evening at marine drive with friends.,47,0.14871,351,48,45,32,2879,0,32.73156839331487,Android
20799,208,4083,4045.4813520526095,209,0,0.0,17,Wed,8,1,Promotional,Swipe up to grab yours before it sells out. Use my code MUMBAI10 for a discount.,80,0.15307,423,71,53,57,4490,0,38.0220769250505,iOS
21099,199,1551,1535.142887857075,59,1,32.7,10,Thu,7,0,Personal,Just another day in Mumbai chasing dreams.,42,0.21552,242,30,17,34,6198,1,29.36242099401163,iOS
21320,162,34977,35056.90867546043,1313,0,0.0,22,Sat,8,2,Promotional,Swipe up to grab yours before it sells out. New collab dropping this week stay tuned.,85,0.02888,742,167,100,107,34578,0,71.45244218811777,Android
20929,87,1171,1130.6629557547196,44,0,0.0,3,Thu,8,0,Motivational,Your only limit is the one you set yourself.,44,0.20528,179,26,26,22,1574,0,52.49624487387564,Android
20355,134,21618,21607.02131892068,396,0,0.0,8,Mon,10,0,Promotional,Use my code MUMBAI10 for a discount.,36,0.01275,186,35,21,24,22495,0,47.932410175394885,iOS
20700,181,2026,2014.5471603137635,104,0,0.0,3,Mon,7,0,Meme,When Mumbai local trains are on time for once.,46,0.19593,348,32,35,37,1157,1,47.241673279790774,Android
20931,23,17510,17499.41960509637,526,0,0.0,21,Thu,12,3,Personal,Weekend trip with the family was so refreshing. Just another day in Mumbai chasing dreams.,90,0.04423,533,104,33,78,30493,0,47.3001324628807,iOS
20975,75,7599,7610.222301734697,324,1,22.0,14,Sun,14,4,Promotional,Swipe up to grab yours before it sells out.,43,0.09713,651,50,69,73,28676,0,49.10503794918101,Android
20413,215,42079,42077.3706429623,754,0,0.0,18,Sat,8,1,Personal,Weekend trip with the family was so refreshing.,47,0.01545,457,69,63,49,71370,0,48.87816481409539,Android
20417,79,37410,37335.90551218296,1086,0,0.0,16,Thu,7,0,Personal,Weekend trip with the family was so refreshing.,47,0.02133,553,81,50,81,26780,0,49.076871466202114,Android
20994,198,81395,81305.67133943381,2098,1,13.4,22,Wed,9,2,Promotional,Sponsored but I genuinely love this product.,44,0.003,193,26,22,23,293915,0,46.392840711283256,Android
20839,16,1188,1240.9080723131094,21,0,0.0,14,Sat,7,0,Promotional,Limited time offer just for my followers. Swipe up to grab yours before it sells out.,85,0.22372,197,35,23,21,2074,1,41.11823788661568,iOS
20260,127,2703,2714.471100383692,60,1,18.2,3,Sun,12,2,Promotional,Use my code MUMBAI10 for a discount. Swipe up to grab yours before it sells out.,80,0.17347,356,60,18,46,10503,0,48.84342832762791,iOS
20882,93,28695,28715.59982748487,1518,0,0.0,19,Fri,10,2,Promotional,Excited to partner with this amazing brand. New collab dropping this week stay tuned.,85,0.04081,831,110,91,118,34509,0,40.70607350153999,iOS
21288,8,58990,58970.57589403886,1837,0,0.0,11,Tue,8,0,Meme,Monday mood be like absolutely not today. That feeling when chai fixes everything.,82,0.003,115,28,14,17,61832,0,53.705004364300706,iOS
21189,85,12073,12089.761212125919,450,0,0.0,6,Fri,6,1,Meme,Monday mood be like absolutely not today.,41,0.07148,601,103,68,68,12986,0,32.752509483441145,Android
20396,4,37874,37921.3322148665,685,1,29.2,16,Thu,5,2,Promotional,Limited time offer just for my followers.,41,0.02874,822,107,109,79,113103,0,50.25774591321258,iOS
20021,94,1078,1076.9042650640583,37,1,23.3,20,Sat,9,1,Meme,That feeling when chai fixes everything. When Mumbai local trains are on time for once.,87,0.26386,226,27,28,30,3207,1,60.31066770787959,iOS
20340,206,1587,1632.7469643886245,85,0,0.0,10,Sat,6,2,Personal,Just another day in Mumbai chasing dreams.,42,0.20255,212,42,35,24,1303,1,44.8120837494143,iOS
20618,215,42079,42094.8326439595,754,1,36.1,5,Sun,6,1,Personal,Late night walk through the city lights.,40,0.0223,599,109,72,42,117417,0,55.14838317486745,Android
20286,199,1551,1601.2471434583147,59,0,0.0,9,Sat,4,0,Promotional,Swipe up to grab yours before it sells out.,43,0.16132,167,36,14,20,1785,1,56.2137975563146,iOS
20364,5,8660,8662.262960405978,415,0,0.0,5,Thu,5,1,Personal,Missing home cooked food so much today. Weekend trip with the family was so refreshing.,87,0.08362,432,89,46,75,5808,0,67.77014185165403,iOS
20186,140,91307,91347.611001422,1535,0,0.0,12,Thu,7,1,Personal,Just another day in Mumbai chasing dreams. Late night walk through the city lights.,83,0.003,202,31,32,36,109456,0,48.34113155219261,Android
21024,4,37874,37802.29348330308,685,1,24.6,12,Tue,9,2,Personal,Weekend trip with the family was so refreshing.,47,0.003,66,12,9,14,92673,0,33.39491026749584,iOS
21269,205,5785,5711.831295840502,232,0,0.0,16,Sun,10,1,Personal,Coffee and good vibes this morning. Late night walk through the city lights.,76,0.12228,531,68,51,54,6665,0,79.19019421157854,Android
20652,98,9299,9399.587915070488,339,1,35.7,11,Thu,16,2,Meme,Me pretending to work while scrolling reels. That feeling when chai fixes everything.,85,0.10158,580,97,61,125,27025,0,31.83543083852416,iOS
20400,101,2522,2486.8344186974537,141,0,0.0,15,Mon,8,0,Question,Any recommendations for weekend plans in the city.,50,0.16853,275,53,24,35,2320,1,50.95487961883114,Android
20217,91,4999,4943.761515004873,95,0,0.0,5,Wed,10,1,Personal,Spent the evening at marine drive with friends. Late night walk through the city lights.,88,0.13313,552,58,60,47,8424,0,27.596848054320112,Android
20378,45,4692,4691.397669356921,256,0,0.0,13,Tue,13,1,Motivational,Stay consistent and the results will follow. Your only limit is the one you set yourself.,89,0.12515,440,71,38,41,6986,0,37.11273769339223,iOS
21026,190,2081,2098.825790242357,34,1,26.0,5,Thu,12,2,Question,What is your favorite street food spot in Mumbai. Which outfit do you all like more comment below.,98,0.19749,305,40,37,34,7254,1,44.866362542419424,iOS
20818,50,47120,47038.42684429132,712,0,0.0,18,Sun,7,0,Question,Any recommendations for weekend plans in the city.,50,0.01852,719,105,82,60,27792,0,44.51423937858282,Android
20699,77,800,790.4678967809515,37,1,47.8,3,Sat,12,2,Question,Which cafe should I visit next in Bandra.,41,0.24799,144,19,21,19,2828,1,52.910022254595965,iOS
21338,210,14379,14402.27180028679,443,1,21.9,18,Tue,10,2,Personal,Late night walk through the city lights.,40,0.11687,1123,229,97,143,26036,0,60.27382534497484,iOS
21335,86,800,859.2382845434192,21,1,28.4,17,Sat,8,2,Promotional,Sponsored but I genuinely love this product. Use my code MUMBAI10 for a discount.,81,0.26683,167,19,24,21,2054,1,56.448741935658916,iOS
20886,180,8304,8402.718635335712,471,0,0.0,23,Wed,4,1,Meme,Me pretending to work while scrolling reels.,44,0.11461,645,78,67,90,10462,0,76.71613768792503,Android
21265,195,7455,7485.305785074702,300,1,15.9,15,Tue,10,2,Meme,Me pretending to work while scrolling reels. Monday mood be like absolutely not today.,86,0.10621,606,81,74,76,28207,0,18.675148267496592,Android
21256,181,2026,1973.1136318065423,104,1,9.9,16,Mon,6,1,Motivational,Hard work always pays off eventually trust the process. Discipline beats motivation every single time.,102,0.19378,321,52,30,23,3291,1,55.61176304719752,Android
20129,100,2343,2368.33462439524,83,1,24.4,5,Fri,16,1,Promotional,Use my code MUMBAI10 for a discount.,36,0.19791,345,50,36,37,13322,0,56.05233619131023,iOS
20769,46,1006,959.9580563508486,16,1,18.6,9,Wed,12,0,Personal,Spent the evening at marine drive with friends. Weekend trip with the family was so refreshing.,95,0.25239,172,36,26,31,5098,1,71.94009918166596,Android
20250,59,20857,20820.332780775963,365,1,33.3,11,Wed,8,3,Personal,Late night walk through the city lights. Weekend trip with the family was so refreshing.,88,0.05749,814,128,66,96,88274,0,33.76642093853781,Android
20763,96,16160,16164.497632009232,653,1,24.6,17,Mon,7,3,Personal,Spent the evening at marine drive with friends. Coffee and good vibes this morning.,83,0.11343,1497,158,133,142,40999,0,37.520975099551755,iOS
20331,131,2479,2444.9848990319497,82,1,45.9,14,Wed,11,1,Personal,Coffee and good vibes this morning. Spent the evening at marine drive with friends.,83,0.22486,462,44,47,50,11179,1,65.80000505929385,Android
20922,28,87358,87367.12572121779,2015,0,0.0,19,Tue,7,1,Personal,Coffee and good vibes this morning.,35,0.003,169,26,13,23,105887,0,45.80292454885151,iOS
20740,81,41251,41208.4714387426,1346,0,0.0,14,Fri,2,2,Promotional,Sponsored but I genuinely love this product.,44,0.003,95,13,8,10,50194,0,40.24072187012796,Android
20603,11,3988,4035.168628737039,88,0,0.0,11,Mon,9,1,Personal,Grateful for this beautiful sunset today.,41,0.14313,329,67,61,42,4597,0,44.523896106886355,iOS
20190,201,26056,25990.144905154448,1083,1,29.6,14,Wed,7,6,Personal,Grateful for this beautiful sunset today.,41,0.01516,301,47,27,34,86305,0,43.23027786090238,Android
20351,205,5785,5865.184366292824,232,0,0.0,22,Sun,7,1,Personal,Grateful for this beautiful sunset today.,41,0.12908,553,58,33,57,4031,0,43.561821342328116,Android
20290,166,2876,2878.8207895584937,152,1,31.4,11,Sat,5,1,Promotional,Link in bio to shop the collection now.,39,0.18021,325,55,43,47,8953,1,68.7105606976014,Web
20147,175,3700,3731.254993414531,221,1,33.3,18,Sat,10,0,Meme,Monday mood be like absolutely not today.,41,0.15682,371,68,56,47,11207,0,83.1812249057601,Android
20329,27,26371,26431.495416446323,524,1,5.0,4,Sat,9,3,Personal,Spent the evening at marine drive with friends.,47,0.03509,709,99,88,68,90249,0,47.06282651318024,iOS
20415,106,5736,5714.646897740681,270,1,30.2,7,Sun,6,2,Promotional,Use my code MUMBAI10 for a discount. Sponsored but I genuinely love this product.,81,0.1113,438,76,26,68,32847,0,45.54211261980895,Android
20928,20,2464,2358.468704165868,112,1,47.4,4,Wed,13,1,Motivational,Believe in yourself and keep pushing forward.,45,0.17827,329,46,35,46,10481,0,41.047773821468525,iOS
20821,25,1858,1860.5715273396356,34,0,0.0,8,Sun,4,1,Personal,Late night walk through the city lights. Spent the evening at marine drive with friends.,88,0.16254,212,44,22,25,1635,0,86.10213898903496,iOS
